10296
19,1,272,0,1,0,10296
19,1,271,0,1,0,10295
19,1,270,0,1,0,10294
19,1,269,0,1,0,10293
19,1,268,0,1,0,10292
19,1,267,0,1,0,10291
19,1,266,0,1,0,10290
19,1,265,0,1,0,10289
19,1,264,0,1,0,10288
19,1,263,0,1,0,10287
19,1,262,0,1,0,10286
19,1,261,0,1,0,10285
19,1,260,0,1,0,10284
19,1,259,0,1,0,10283
19,1,258,0,1,0,10282
19,1,257,0,1,0,10281
19,1,256,0,1,0,10280
19,1,255,0,1,0,10279
19,1,254,0,1,0,10278
19,1,253,0,1,0,10277
19,1,252,0,1,0,10276
19,1,251,0,1,0,10275
19,1,250,0,1,0,10274
19,1,249,0,1,0,10273
19,1,248,0,1,0,10272
19,1,247,0,1,0,10271
19,1,246,0,1,0,10270
19,1,245,0,1,0,10269
19,1,244,0,1,0,10268
19,1,243,0,1,0,10267
19,1,242,0,1,0,10266
19,1,241,0,1,0,10265
19,1,240,0,1,0,10264
19,1,239,0,1,0,10263
19,1,238,0,1,0,10262
19,1,237,0,1,0,10261
19,1,236,0,1,0,10260
19,1,235,0,1,0,10259
19,1,234,0,1,0,10258
19,1,233,0,1,0,10257
19,1,232,0,1,0,10256
19,1,231,0,1,0,10255
19,1,230,0,1,0,10254
19,1,229,0,1,0,10253
19,1,228,0,1,0,10252
19,1,227,0,1,0,10251
19,1,226,0,1,0,10250
19,1,225,0,1,0,10249
19,1,224,0,1,0,10248
19,1,223,0,1,0,10247
19,1,222,0,1,0,10246
19,1,221,0,1,0,10245
19,1,220,0,1,0,10244
19,1,219,0,1,0,10243
19,1,218,0,1,0,10242
19,1,217,0,1,0,10241
19,1,216,0,1,0,10240
19,1,215,0,1,0,10239
19,1,214,0,1,0,10238
19,1,213,0,1,0,10237
19,1,212,0,1,0,10236
19,1,211,0,1,0,10235
19,1,210,0,1,0,10234
19,1,209,0,1,0,10233
19,1,208,0,1,0,10232
19,1,207,0,1,0,10231
19,1,206,0,1,0,10230
19,1,205,0,1,0,10229
19,1,204,0,1,0,10228
19,1,203,0,1,0,10227
19,1,202,0,1,0,10226
19,1,201,0,1,0,10225
19,1,200,0,1,0,10224
19,1,199,0,1,0,10223
19,1,198,0,1,0,10222
19,1,197,0,1,0,10221
19,1,196,0,1,0,10220
19,1,195,0,1,0,10219
19,1,194,0,1,0,10218
19,1,193,0,1,0,10217
19,1,192,0,1,0,10216
19,1,191,0,1,0,10215
19,1,190,0,1,0,10214
19,1,189,0,1,0,10213
19,1,188,0,1,0,10212
19,1,187,0,1,0,10211
19,1,186,0,1,0,10210
19,1,185,0,1,0,10209
19,1,184,0,1,0,10208
19,1,183,0,1,0,10207
19,1,182,0,1,0,10206
19,1,181,0,1,0,10205
19,1,180,0,1,0,10204
19,1,179,0,1,0,10203
19,1,178,0,1,0,10202
19,1,177,0,1,0,10201
19,1,176,0,1,0,10200
19,1,175,0,1,0,10199
19,1,174,0,1,0,10198
19,1,173,0,1,0,10197
19,1,172,0,1,0,10196
19,1,171,0,1,0,10195
19,1,170,0,1,0,10194
19,1,169,0,1,0,10193
19,1,168,0,1,0,10192
19,1,167,0,1,0,10191
19,1,166,0,1,0,10190
19,1,165,0,1,0,10189
19,1,164,0,1,0,10188
19,1,163,0,1,0,10187
19,1,162,0,1,0,10186
19,1,161,0,1,0,10185
19,1,160,0,1,0,10184
19,1,159,0,1,0,10183
19,1,158,0,1,0,10182
19,1,157,0,1,0,10181
19,1,156,0,1,0,10180
19,1,155,0,1,0,10179
19,1,154,0,1,0,10178
19,1,153,0,1,0,10177
19,1,152,0,1,0,10176
19,1,151,0,1,0,10175
19,1,150,0,1,0,10174
19,1,149,0,1,0,10173
19,1,148,0,1,0,10172
19,1,147,0,1,0,10171
19,1,146,0,1,0,10170
19,1,145,0,1,0,10169
19,1,144,0,1,0,10168
19,1,143,0,1,0,10167
19,1,142,0,1,0,10166
19,1,141,0,1,0,10165
19,1,140,0,1,0,10164
19,1,139,0,1,0,10163
19,1,138,0,1,0,10162
19,1,137,0,1,0,10161
19,1,136,0,1,0,10160
19,1,135,0,1,0,10159
19,1,134,0,1,0,10158
19,1,133,0,1,0,10157
19,1,132,0,1,0,10156
19,1,131,0,1,0,10155
19,1,130,0,1,0,10154
19,1,129,0,1,0,10153
19,1,128,0,1,0,10152
19,1,127,0,1,0,10151
19,1,126,0,1,0,10150
19,1,125,0,1,0,10149
