13855
19,1,159,0,1,0,13855
19,1,128,0,1,0,13854
19,1,122,0,1,0,13853
19,1,119,0,1,0,13852
19,1,117,0,1,0,13851
19,1,98,0,1,0,13850
19,1,92,0,1,0,13849
19,1,91,0,1,0,13848
19,1,86,0,1,0,13847
19,1,85,0,1,0,13846
19,1,77,0,1,0,13845
19,1,73,0,1,0,13844
19,1,72,0,1,0,13843
19,1,59,0,1,0,13842
19,1,50,0,1,0,13841
19,1,46,0,1,0,13840
19,1,11,0,1,0,13839
1,0,1,RN,-1,0,13838
22,0,1,_AX,-1,0,13837
22,0,1,_X,-1,0,13836
22,0,1,_AX,-1,0,13835
22,0,1,_X,-1,0,13834
22,0,1,_AX,-1,0,13833
22,0,1,_X,-1,0,13832
22,0,1,_AX,-1,0,13831
22,0,1,_X,-1,0,13830
22,0,1,_AX,-1,0,13829
22,0,1,_X,-1,0,13828
22,0,1,_AX,-1,0,13827
22,0,1,_X,-1,0,13826
22,0,1,_AX,-1,0,13825
22,0,1,_X,-1,0,13824
22,0,1,_AX,-1,0,13823
22,0,1,_X,-1,0,13822
22,0,1,_AX,-1,0,13821
22,0,1,_X,-1,0,13820
22,0,1,_AX,-1,0,13819
22,0,1,_X,-1,0,13818
22,0,1,_AX,-1,0,13817
22,0,1,_X,-1,0,13816
22,0,1,_AX,-1,0,13815
22,0,1,_X,-1,0,13814
22,0,1,_AX,-1,0,13813
22,0,1,_X,-1,0,13812
22,0,1,_AX,-1,0,13811
22,0,1,_X,-1,0,13810
22,0,1,_AX,-1,0,13809
22,0,1,_X,-1,0,13808
22,0,1,_AX,-1,0,13807
22,0,1,_X,-1,0,13806
22,0,1,_AX,-1,0,13805
22,0,1,_X,-1,0,13804
22,0,1,_AX,-1,0,13803
22,0,1,_X,-1,0,13802
22,0,1,_AX,-1,0,13801
22,0,1,_X,-1,0,13800
22,0,1,_AX,-1,0,13799
22,0,1,_X,-1,0,13798
22,0,1,_AX,-1,0,13797
22,0,1,_X,-1,0,13796
22,0,1,_AX,-1,0,13795
22,0,1,_X,-1,0,13794
22,0,1,_AX,-1,0,13793
22,0,1,_X,-1,0,13792
22,0,1,_AX,-1,0,13791
22,0,1,_X,-1,0,13790
22,0,1,_AX,-1,0,13789
22,0,1,_X,-1,0,13788
22,0,1,_AX,-1,0,13787
22,0,1,_X,-1,0,13786
22,0,1,_AX,-1,0,13785
22,0,1,_X,-1,0,13784
22,0,1,_AX,-1,0,13783
22,0,1,_X,-1,0,13782
22,0,1,_AX,-1,0,13781
22,0,1,_X,-1,0,13780
22,0,1,_AX,-1,0,13779
22,0,1,_X,-1,0,13778
22,0,1,_AX,-1,0,13777
22,0,1,_X,-1,0,13776
22,0,1,_AX,-1,0,13775
22,0,1,_X,-1,0,13774
22,0,1,_AX,-1,0,13773
22,0,1,_X,-1,0,13772
22,0,1,_AX,-1,0,13771
22,0,1,_X,-1,0,13770
22,0,1,_AX,-1,0,13769
22,0,1,_X,-1,0,13768
22,0,1,_AX,-1,0,13767
22,0,1,_X,-1,0,13766
22,0,1,_AX,-1,0,13765
22,0,1,_X,-1,0,13764
22,0,1,_AX,-1,0,13763
22,0,1,_X,-1,0,13762
22,0,1,_AX,-1,0,13761
22,0,1,_X,-1,0,13760
22,0,1,_AX,-1,0,13759
22,0,1,_X,-1,0,13758
22,0,1,_AX,-1,0,13757
22,0,1,_X,-1,0,13756
22,0,1,_AX,-1,0,13755
22,0,1,_X,-1,0,13754
22,0,1,_AX,-1,0,13753
22,0,1,_X,-1,0,13752
22,0,1,_AX,-1,0,13751
22,0,1,_X,-1,0,13750
22,0,1,_AX,-1,0,13749
22,0,1,_X,-1,0,13748
22,0,1,_AX,-1,0,13747
